Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
452-04-8808;B;Mandalay;Normal;Male;Electronic accessories; 87 ; 7 ; 30 ; 640 ;26/01/2019;15:17:00;Cash;609,56;4,761904762;30,478;5,5
531-56-4728;A;Yangon;Normal;Male;Home and lifestyle; 80 ; 3 ; 12 ; 252 ;02/11/2019;15:29:00;Cash;240,24;4,761904762;12,012;5,4
744-82-9138;C;Naypyitaw;Normal;Male;Fashion accessories; 86 ; 2 ; 9 ; 181 ;02/07/2019;17:59:00;Cash;172,26;4,761904762;8,613;8,2
883-69-1285;B;Mandalay;Member;Male;Fashion accessories; 50 ; 2 ; 5 ; 105 ;03/06/2019;11:55:00;Credit card;99,84;4,761904762;4,992;7
221-25-5073;A;Yangon;Normal;Female;Food and beverages; 75 ; 4 ; 15 ; 314 ;03/04/2019;10:39:00;Cash;298,64;4,761904762;14,932;8,5
518-71-6847;B;Mandalay;Member;Male;Food and beverages; 27 ; 6 ; 8 ; 168 ;26/02/2019;15:10:00;Ewallet;159,6;4,761904762;7,98;4,9
156-20-0370;B;Mandalay;Normal;Female;Electronic accessories; 25 ; 1 ; 1 ; 27 ;03/10/2019;18:10:00;Credit card;25,45;4,761904762;1,2725;5,1
151-33-7434;B;Mandalay;Normal;Female;Food and beverages; 68 ; 1 ; 3 ; 71 ;02/04/2019;20:43:00;Credit card;67,77;4,761904762;3,3885;6,5
728-47-9078;C;Naypyitaw;Member;Male;Food and beverages; 60 ; 4 ; 12 ; 250 ;19/01/2019;12:46:00;Cash;238,36;4,761904762;11,918;9,8
809-46-1866;A;Yangon;Normal;Male;Health and beauty; 58 ; 4 ; 12 ; 244 ;23/01/2019;17:44:00;Cash;232,6;4,761904762;11,63;8,4
139-32-4183;A;Yangon;Member;Female;Sports and travel; 97 ; 9 ; 44 ; 921 ;14/03/2019;14:19:00;Ewallet;877,32;4,761904762;43,866;7,4
148-41-7930;C;Naypyitaw;Normal;Male;Health and beauty; 100 ; 7 ; 35 ; 735 ;23/01/2019;10:33:00;Cash;699,72;4,761904762;34,986;6,1
189-40-5216;C;Naypyitaw;Normal;Male;Electronic accessories; 96 ; 7 ; 34 ; 708 ;01/09/2019;11:40:00;Cash;674,59;4,761904762;33,7295;6
374-38-5555;B;Mandalay;Normal;Female;Fashion accessories; 64 ; 5 ; 16 ; 334 ;02/07/2019;19:30:00;Ewallet;318,55;4,761904762;15,9275;8,5
764-44-8999;B;Mandalay;Normal;Female;Health and beauty; 15 ; 2 ; 1 ; 31 ;18/02/2019;14:42:00;Ewallet;29,52;4,761904762;1,476;4,3
552-44-5977;B;Mandalay;Member;Male;Health and beauty; 62 ; 8 ; 25 ; 521 ;01/03/2019;19:08:00;Credit card;496;4,761904762;24,8;6,2
267-62-7380;C;Naypyitaw;Member;Male;Electronic accessories; 82 ; 10 ; 41 ; 865 ;29/03/2019;19:12:00;Ewallet;823,4;4,761904762;41,17;4,3
430-53-4718;B;Mandalay;Member;Male;Health and beauty; 75 ; 8 ; 30 ; 633 ;28/01/2019;15:46:00;Credit card;602,96;4,761904762;30,148;8,4
886-18-2897;A;Yangon;Normal;Female;Food and beverages; 57 ; 5 ; 14 ; 297 ;22/03/2019;19:06:00;Credit card;282,8;4,761904762;14,14;4,5
602-16-6955;B;Mandalay;Normal;Female;Sports and travel; 77 ; 10 ; 38 ; 804 ;24/01/2019;18:10:00;Ewallet;766;4,761904762;38,3;6
745-74-0715;A;Yangon;Normal;Male;Electronic accessories; 58 ; 2 ; 6 ; 122 ;03/10/2019;20:46:00;Ewallet;116,06;4,761904762;5,803;8,8
690-01-6631;B;Mandalay;Normal;Male;Fashion accessories; 17 ; 10 ; 9 ; 184 ;22/02/2019;18:35:00;Ewallet;174,9;4,761904762;8,745;6,6
652-49-6720;C;Naypyitaw;Member;Female;Electronic accessories; 61 ; 1 ; 3 ; 64 ;18/02/2019;11:40:00;Ewallet;60,95;4,761904762;3,0475;5,9
233-67-5758;C;Naypyitaw;Normal;Male;Health and beauty; 40 ; 1 ; 2 ; 42 ;29/01/2019;13:46:00;Ewallet;40,35;4,761904762;2,0175;6,2
303-96-2227;B;Mandalay;Normal;Female;Home and lifestyle; 97 ; 10 ; 49 ; 1.022 ;03/02/2019;17:16:00;Ewallet;973,8;4,761904762;48,69;4,4
727-02-1313;A;Yangon;Member;Male;Food and beverages; 32 ; 1 ; 2 ; 33 ;02/09/2019;13:22:00;Cash;31,84;4,761904762;1,592;7,7
347-56-2442;A;Yangon;Normal;Male;Home and lifestyle; 66 ; 1 ; 3 ; 69 ;22/02/2019;15:33:00;Cash;65,82;4,761904762;3,291;4,1
849-09-3807;A;Yangon;Member;Female;Fashion accessories; 88 ; 7 ; 31 ; 649 ;18/02/2019;13:28:00;Cash;618,38;4,761904762;30,919;6,6
